canonical_score,candidate_role,root_id,root_role,relative_path,full_path,size_bytes,allowed_to_edit,reason
95,probable_canonical_apps_script_mirror,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_DEV/APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750/CAND_001/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_DEV\APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750\CAND_001\MVPQAIC_Index.html,5169160,False,Apps Script mirror in DEV area; strongest local candidate for validated WebApp shell.
95,probable_canonical_apps_script_mirror,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_DEV/APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750/CAND_002/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_DEV\APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750\CAND_002\MVPQAIC_Index.html,5169160,False,Apps Script mirror in DEV area; strongest local candidate for validated WebApp shell.
95,probable_canonical_apps_script_mirror,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_DEV/APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750/CAND_003/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_DEV\APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750\CAND_003\MVPQAIC_Index.html,5169160,False,Apps Script mirror in DEV area; strongest local candidate for validated WebApp shell.
95,probable_canonical_apps_script_mirror,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_DEV/APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750/CAND_004/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_DEV\APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750\CAND_004\MVPQAIC_Index.html,5169160,False,Apps Script mirror in DEV area; strongest local candidate for validated WebApp shell.
95,probable_canonical_apps_script_mirror,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_DEV/APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750/CAND_005/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_DEV\APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750\CAND_005\MVPQAIC_Index.html,5169160,False,Apps Script mirror in DEV area; strongest local candidate for validated WebApp shell.
95,probable_canonical_apps_script_mirror,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_DEV/APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750/CAND_006/MVPQAIC_Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_DEV\APPS_SCRIPT_PULL_ISOLATED_P57D_20260620_114750\CAND_006\MVPQAIC_Index.html,5169160,False,Apps Script mirror in DEV area; strongest local candidate for validated WebApp shell.
80,probable_source_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/08_PUBLICATION/P25A2_P26A_20260618_002812_CHANNEL_REPAIR/channels/APPS_SCRIPT_WRAPPER_SOURCE_ONLY/Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P25A2_P26A_20260618_002812_CHANNEL_REPAIR\channels\APPS_SCRIPT_WRAPPER_SOURCE_ONLY\Index.html,99,False,Index-like file under source area.
80,probable_source_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/08_PUBLICATION/P25A_20260618_002252/channels/APPS_SCRIPT_WRAPPER_SOURCE_ONLY/Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\08_PUBLICATION\P25A_20260618_002252\channels\APPS_SCRIPT_WRAPPER_SOURCE_ONLY\Index.html,465,False,Index-like file under source area.
80,probable_source_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/11_APPS_SCRIPT_WEBAPP_WRAPPER/P25A2_P26A_20260618_002812/APPS_SCRIPT_WRAPPER_SOURCE_ONLY/Index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\11_APPS_SCRIPT_WEBAPP_WRAPPER\P25A2_P26A_20260618_002812\APPS_SCRIPT_WRAPPER_SOURCE_ONLY\Index.html,99,False,Index-like file under source area.
80,probable_source_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,03_EXPORTS/P27A1R0_SOURCE_RECOVERY_20260618_111620/_source_extract/P24D_EXTRACTED/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\03_EXPORTS\P27A1R0_SOURCE_RECOVERY_20260618_111620\_source_extract\P24D_EXTRACTED\index.html,229205,False,Index-like file under source area.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/CHATGPT_STATIC_LEXIQUE_READER_P16A2_20260617_131649/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\CHATGPT_STATIC_LEXIQUE_READER_P16A2_20260617_131649\index.html,1453,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P20B1_20260617_144254/NORMALIZED_STITCH_WEB/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P20B1_20260617_144254\NORMALIZED_STITCH_WEB\index.html,19000,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P22B2_20260617_165733/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22B2_20260617_165733\index.html,169241,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P22B_20260617_165033/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22B_20260617_165033\index.html,169169,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P22C2_20260617_170904/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22C2_20260617_170904\index.html,170804,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P22C3_20260617_171634/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22C3_20260617_171634\index.html,170804,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P22C3B_20260617_172151/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22C3B_20260617_172151\index.html,174283,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P22D2_20260617_173329/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22D2_20260617_173329\index.html,181612,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P22F3A4_20260617_180307/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22F3A4_20260617_180307\index.html,200147,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P22F4_20260617_180905/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P22F4_20260617_180905\index.html,212251,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P23B2_20260617_193439/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23B2_20260617_193439\index.html,3,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P23B3_20260617_214230/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23B3_20260617_214230\index.html,213678,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P23B3_20260617_214829/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23B3_20260617_214829\index.html,213678,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P23B_20260617_191039/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23B_20260617_191039\index.html,3,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P23D3_20260617_231306/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23D3_20260617_231306\index.html,216758,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P23D_20260617_220433/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P23D_20260617_220433\index.html,216796,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P24A_20260617_234740/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P24A_20260617_234740\index.html,219691,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P24B_20260617_235247/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P24B_20260617_235247\index.html,223091,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P24C_20260617_235819/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P24C_20260617_235819\index.html,226148,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P24D_20260618_000512/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P24D_20260618_000512\index.html,229205,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P25A2_P26A_20260618_002812_WEB_VISUALS/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P25A2_P26A_20260618_002812_WEB_VISUALS\index.html,234436,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P26C2_20260618_094106_WEBAPP_CLICKABLE_FICHE_VISUALS/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P26C2_20260618_094106_WEBAPP_CLICKABLE_FICHE_VISUALS\index.html,240912,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P26C3_20260618_103211_VISUAL_UX_ROUTING_FULLSCREEN_REPAIR/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P26C3_20260618_103211_VISUAL_UX_ROUTING_FULLSCREEN_REPAIR\index.html,241134,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P26C_20260618_013247_WEBAPP_16_9_ASSETS_INTEGRATED/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P26C_20260618_013247_WEBAPP_16_9_ASSETS_INTEGRATED\index.html,233189,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/03_BUILD_OUTPUTS/P26C_20260618_094647_WEBAPP_16_9_ASSETS_INTEGRATED/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\03_BUILD_OUTPUTS\P26C_20260618_094647_WEBAPP_16_9_ASSETS_INTEGRATED\index.html,233189,False,Index-like file in MVP root scan; needs human confirmation.
70,possible_mvp_root_index,mvp_qaic_drive_root,mvp qaic root webapp apps script,02_BUILD/LEXIQUE_READER_MVP/05_RELEASE/P17B2_20260617_134211/static_build/index.html,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\02_BUILD\LEXIQUE_READER_MVP\05_RELEASE\P17B2_20260617_134211\static_build\index.html,1453,False,Index-like file in MVP root scan; needs human confirmation.
