proposed_action,confidence,validation_required,reason,source_relative_path,source_sha256,source_bytes,source_domain_hint,source_full_name,target_relative_path,target_sha256,target_bytes,target_domain_hint,target_full_name,proposed_target_relative_path,proposed_source_archive_relative_path,r5_bucket,r5_reason,r5_apply_mode,r5_proposed_docs_relative_target,r5_recommendation
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,70f8f655367cb30ba0c1653f8bb80fd89682fa7a3a0a323923afda12762f01be,45610,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,52709fa4e724642cfe8483f6b57010d5faf4da9b7611379c922fa3b162a39ac7,45601,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,0722e5fb74328a794470b5545df9bd24b534865f8e95f8f8b52459d7ecf491ac,45789,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,1c4e2ea5ea49f433c523fd974a303036df2a9f03eafb26fbcc685f696777d9a8,45780,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,efecfa9474f289430949c4b5344fe5cae8311f4e9d0b8756503d1257b015cb6a,39644,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,f660ecac9372f867377891400e6e2b8c634d439db3b2606927ac0441a700a142,39635,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,702ede9388155e20012e7fab9ae4c9f492985c4e567e5e98937aed30e9157ce4,41075,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL_DRAFTS/P203B1/MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,6b7929247f1db33a29bdc5d21c57f20deccb56890eaa533662bb69161c0190fe,41066,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL_DRAFTS\P203B1\MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,011326ddcacd83745b7c62102ad0c9f8add1822b070b1f52d3d7ad365e362286,30206,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,9602bf59a0b6319932b705a05871d4e91b0d8718c85074d1ce5006112a2e020c,30196,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
REVIEW_SAME_NAME_DIFFERENT_HASH_OR_PATH,MEDIUM,YES,A file with same name exists in target docs; human review needed before import/fusion,01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,df914bebee4f7bb20096cd28ae6bf02efd10c35d5b0f6869b995865e50e0461f,18509,FINAL_DOC,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\FINAL_DRAFTS\MVP_QAIC_PY\P203B1\🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,ARCHIVE/20260624_P203_FINAL_DOCS_CLEANUP/P203B4B_R2_MOVE_ONLY/docs/FINAL_DRAFTS/P203B1/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,2b329c0a6f44e99885a094202080261592fc9da0797859f9b4922421bf74d8a7,18499,FINAL_DOC,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\ARCHIVE\20260624_P203_FINAL_DOCS_CLEANUP\P203B4B_R2_MOVE_ONLY\docs\FINAL_DRAFTS\P203B1\🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,FINAL/imported_from_crypto_signal_os/01_DOCS/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,,REVIEW_CONFLICT_SAME_NAME_DIFFERENT_HASH,Selected for human review: same name but different hash or path; do not overwrite automatically.,HUMAN_REVIEW_REQUIRED_NO_OVERWRITE,FINAL/fusion_inbox_R6/FINAL_DRAFTS/MVP_QAIC_PY/P203B1/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_DRAFT_v0.1.0.md,MANUAL_DIFF_REQUIRED_BEFORE_ANY_OVERWRITE
